,reactions,weights
1040,HSD3B11r,0.0
1041,HSD3B12r,0.0
1042,HSD3B13,0.0
1043,HSD3B13r,0.0
1044,HSD3B2r,0.0
1045,HSD3B3r,0.0
1046,HSD3B7P,0.0
1047,HSPASEly,0.0
1048,HXPRT,0.0
1049,HYPOE,0.0
1050,HYPTROX,0.0
1051,ICDHxm,0.0
1052,ICDHy,0.0
1053,ICDHyp,0.0
1054,ICDHyrm,0.0
1055,IDHPOXOX2b,0.0
1056,IDHPOXOX3,0.0
1057,IDHPOXOX4,0.0
1058,IDHPOXOXb,0.0
1059,IDOAASE1ly,0.0
1060,IDOAASE2ly,0.0
1061,IDOAASE3ly,0.0
1062,IDOAASE4ly,0.0
1063,ILETA,-4.590478517
1064,ILETAm,0.0
1065,IMACTD,0.0
1066,IMACTD_m,0.0
1067,IMPC,0.0
1068,IMPD,0.0
1069,INOSTO,0.0
1070,INSKm,0.0
1071,IPDDIx,0.0
1072,ITCOAL1m,0.0
1073,ITCOALm,0.0
1074,IZPN,4.783703744
1075,KDNH,0.0
1076,KHK,-4.506615358
1077,KHK2,-4.506615358
1078,KHK3,-4.506615358
1079,KYN,0.0
1080,KYN3OX,0.0
1081,KYNAKGAT,0.0
1082,KYNATESYN,0.0
1083,LACZe,0.0
1084,LACZly,0.0
1085,LALDO,0.0
1086,LALDO2x,0.0
1087,LAPCOAl,0.0
1088,LCADi,0.0
1089,LCADi_D,0.0
1090,LCADi_Dm,0.0
1091,LCADim,0.0
1092,LCAT1e,0.0
1093,LCYSTAT,-4.352289701
1094,LCYSTATm,0.0
1095,LCYSTCBOXL,0.0
1096,LDH_D,0.0
1097,LDH_L,3.595213698
1098,LDH_Lm,0.0
1099,LEUTA,-4.590478517
1100,LEUTAm,0.0
1101,LFORKYNHYD,0.0
1102,LGNCCPT1,0.0
1103,LGNCCPT2,0.0
1104,LGTHL,0.0
1105,LINKDEG1ly,0.0
1106,LINKDEG2ly,0.0
1107,LINKDEG3ly,0.0
1108,LINKDEG4ly,0.0
1109,LNELDCCPT1,0.0
1110,LNELDCCPT2,0.0
1111,LNLCCPT1,0.0
1112,LNLCCPT2,0.0
1113,LNLNCACPT1,0.0
1114,LNLNCACPT2,0.0
1115,LNLNCGCPT1,0.0
1116,LNLNCGCPT2,0.0
1117,LNS14DM,0.0
1118,LNSTLSr,0.0
1119,LPASE,0.0
1120,LPCOXp,0.0
1121,LPS,0.0
1122,LPS2,0.0
1123,LPS2e,0.0
1124,LPS3,-6.339675696
1125,LPS3e,0.0
1126,LPS4e,0.0
1127,LPSe,0.0
1128,LRAT,0.0
1129,LRAT1,0.0
1130,LRAT2,0.0
1131,LS3,0.0
1132,LSTO1r,0.0
1133,LSTO2r,0.0
1134,LTA4H,0.0
1135,LTC4CP,0.0
1136,LTC4Sr,0.0
1137,LTD4DP,0.0
1138,LTDCL,0.0
1139,LYSMTF1n,0.0
1140,LYSMTF2n,0.0
1141,LYSMTF3n,0.0
1142,LYSOXp,0.0
1143,M1316Mg,0.0
1144,M13N2Tg,0.0
1145,M13N4Tg,0.0
1146,M14NTg,0.0
1147,M16N4Tg,0.0
1148,M16N6Tg,-3.370327686
1149,M16NTg,4.021317923
1150,M4ATAer,0.0
1151,M4BET2er,0.0
1152,M4BTAer,0.0
1153,M4CET3er,0.0
1154,MACACI,0.0
1155,MACOXO,0.0
1156,MALT,0.0
1157,MALTe,0.0
1158,MALTly,0.0
1159,MAN1_6B1er,0.0
1160,MAN1_7Ber,0.0
1161,MAN1PT2,0.0
1162,MAN2_6B1er,0.0
1163,MAN2_7Cer,0.0
1164,MAN6PI,0.0
1165,MAOLNOR,0.0
1166,MAOX,3.271883576
1167,MCCCrm,0.0
1168,MCD,0.0
1169,MCDm,0.0
1170,MCDp,0.0
1171,MCITS,0.0
1172,MCLACCYSR,0.0
1173,MCLOR,3.595213698
1174,MCOATA,0.0
1175,MCOATAm,0.0
1176,MCPST,0.0
1177,MDH,0.0
1178,MDHm,0.0
1179,MDRPD,0.0
1180,ME1m,0.0
1181,ME2,0.0
1182,ME2m,0.0
1183,MECOALm,0.0
1184,MECOAS1m,0.0
1185,MELATN23DOX,0.0
1186,MELATNOX,0.0
1187,MESCOALm,0.0
1188,METAT,0.0
1189,METS,0.0
1190,MEVK1x,0.0
1191,MG1er,0.0
1192,MG2er,0.0
1193,MG3er,0.0
1194,MGACONm,0.0
1195,MGCHrm,0.0
1196,MGSA,0.0
1197,MGSA2,0.0
1198,MHISOR,3.271883576
1199,MI13456PK,0.0
1200,MI1345PKn,0.0
1201,MI1345PP,0.0
1202,MI1346PKn,0.0
1203,MI134P4P,0.0
1204,MI134PK,0.0
1205,MI134PP,0.0
1206,MI13PP,0.0
1207,MI1456PKn,0.0
1208,MI145P6Kn,0.0
1209,MI145PK,0.0
1210,MI145PKn,0.0
1211,MI145PP,0.0
1212,MI14P4P,0.0
1213,MI14PP,0.0
1214,MI1PP,0.0
1215,MI1PS,0.0
1216,MI3456PK,0.0
1217,MI34PP,0.0
1218,MI3PP,0.0
1219,MI4PP,0.0
1220,MICITDr,0.0
1221,MLTG1,-3.323086315
1222,MLTG1e,0.0
1223,MLTG1ly,0.0
1224,MM5ag,0.0
1225,MM5bg,0.0
1226,MM5cg,0.0
1227,MM6ag,0.0
1228,MM6B1ag,0.0
1229,MM6B1bg,0.0
1230,MM6B2g,0.0
1231,MM6bg,0.0
1232,MM7Ag,0.0
1233,MM7B1g,0.0
1234,MM7B2g,0.0
1235,MM7Cag,0.0
1236,MM7Cbg,0.0
1237,MM8Ag,0.0
1238,MM8Ber,0.0
1239,MM8Cg,0.0
1240,MMCD,0.0
1241,MMCDm,0.0
1242,MMCDp,0.0
1243,MMEm,0.0
1244,MMMm,0.0
1245,MMSAD1m,0.0
1246,MMSAD3m,0.0
1247,MMTSADm,0.0
1248,MOGAT,0.0
1249,MTAP,0.0
1250,MTHFC,0.0
1251,MTHFCm,-3.778083278
1252,MTHFD,0.0
1253,MTHFD2,0.0
1254,MTHFD2m,-6.525322722
1255,MTHFDm,0.0
1256,MTRI,0.0
1257,N3Tg,-4.039847736
1258,N4Tg,0.0
1259,NABTNO,0.0
1260,NABTNOm,0.0
1261,NACASPAH,0.0
1262,NACHEX10ly,0.0
1263,NACHEX11ly,0.0
1264,NACHEX12ly,0.0
1265,NACHEX13ly,0.0
1266,NACHEX14ly,0.0
1267,NACHEX15ly,0.0
1268,NACHEX16ly,0.0
1269,NACHEX17ly,0.0
1270,NACHEX18ly,0.0
1271,NACHEX19ly,0.0
1272,NACHEX1ly,0.0
1273,NACHEX20ly,0.0
1274,NACHEX21ly,0.0
1275,NACHEX22ly,0.0
1276,NACHEX23ly,0.0
1277,NACHEX24ly,0.0
1278,NACHEX25ly,0.0
1279,NACHEX26ly,0.0
1280,NACHEX27ly,0.0
1281,NACHEX2ly,0.0
1282,NACHEX3ly,0.0
1283,NACHEX4ly,0.0
1284,NACHEX5ly,0.0
1285,NACHEX6ly,0.0
1286,NACHEX7ly,0.0
1287,NACHEX8ly,0.0
1288,NACHEX9ly,0.0
1289,NACHEXA10ly,0.0
1290,NACHEXA11ly,0.0
1291,NACHEXA12ly,0.0
1292,NACHEXA13ly,0.0
1293,NACHEXA14ly,0.0
1294,NACHEXA15ly,0.0
1295,NACHEXA16ly,0.0
1296,NACHEXA17ly,0.0
1297,NACHEXA18ly,0.0
1298,NACHEXA19ly,0.0
1299,NACHEXA1ly,0.0
1300,NACHEXA20ly,0.0
1301,NACHEXA21ly,0.0
1302,NACHEXA22ly,0.0
1303,NACHEXA2ly,0.0
1304,NACHEXA3ly,0.0
1305,NACHEXA4ly,0.0
1306,NACHEXA5ly,0.0
1307,NACHEXA6ly,0.0
1308,NACHEXA7ly,0.0
1309,NACHEXA8ly,0.0
1310,NACHEXA9ly,0.0
1311,NADK,0.0
1312,NADN,0.0
1313,NADNe,0.0
1314,NADPN,0.0
1315,NADPNe,0.0
1316,NADS2,0.0
1317,NAGA2ly,0.0
1318,NAGAlby,0.0
1319,NAGAly,0.0
1320,NAGLCAly,0.0
1321,NBAHH_ir,0.0
1322,NDP10ex,4.813570824
1323,NDP3ex,4.813570824
1324,NDP6,0.0
1325,NDP7er,4.813570824
1326,NDP7ex,4.813570824
1327,NDP7g,0.0
1328,NDP8,0.0
1329,NDP8ex,4.813570824
1330,NDPK1,0.0
1331,NDPK10,0.0
1332,NDPK10m,0.0
1333,NDPK10n,0.0
1334,NDPK1m,0.0
1335,NDPK1n,0.0
1336,NDPK2,0.0
1337,NDPK2m,0.0
1338,NDPK2n,0.0
1339,NDPK3,0.0
1340,NDPK3m,0.0
1341,NDPK3n,0.0
1342,NDPK4,0.0
1343,NDPK4m,0.0
1344,NDPK4n,0.0
1345,NDPK5,0.0
1346,NDPK5m,0.0
1347,NDPK5n,0.0
1348,NDPK6,0.0
1349,NDPK6m,0.0
1350,NDPK6n,0.0
1351,NDPK7,0.0
1352,NDPK7m,0.0
1353,NDPK7n,0.0
1354,NDPK8,0.0
1355,NDPK8m,0.0
1356,NDPK8n,0.0
1357,NDPK9,0.0
1358,NDPK9m,0.0
1359,NDPK9n,0.0
1360,NICRNS,0.0
1361,NMNATm,0.0
1362,NMNATn,0.0
1363,NMNATr,0.0
1364,NMNS,0.0
1365,NMPTRCOX,3.271883576
1366,NNATm,0.0
1367,NNATn,0.0
1368,NNATr,0.0
1369,NNMT,-6.045452139
1370,NORANMT,0.0
1371,NOS1,0.0
1372,NOS2,0.0
1373,NP1,0.0
1374,NRPPHRSULT,0.0
1375,NRVNCCPT1,0.0
1376,NRVNCCPT2,0.0
1377,NS26T2g,0.0
1378,NS26Tg,0.0
1379,NT5C,0.0
1380,NTD1,0.0
1381,NTD10,0.0
1382,NTD11,0.0
1383,NTD12,0.0
1384,NTD1m,0.0
1385,NTD2,0.0
1386,NTD2e,0.0
1387,NTD2l,0.0
1388,NTD2m,0.0
1389,NTD3,0.0
1390,NTD3l,0.0
1391,NTD4,0.0
1392,NTD4e,0.0
1393,NTD4l,0.0
1394,NTD5,0.0
1395,NTD5l,0.0
1396,NTD5m,0.0
1397,NTD6,0.0
1398,NTD6l,0.0
1399,NTD7,0.0
1400,NTD7e,0.0
1401,NTD7l,0.0
1402,NTD8,0.0
1403,NTD8l,0.0
1404,NTD9,0.0
1405,NTD9e,0.0
1406,NTD9l,0.0
1407,NTP3e,4.813570824
1408,NTPP10,0.0
1409,NTPP11,0.0
1410,NTPP9,0.0
1411,O16G1e,0.0
1412,O16G2e,0.0
1413,OBDHc,0.0
1414,OCBTm,0.0
1415,OCOAT1m,0.0
1416,OIVD1m,0.0
1417,OIVD2m,0.0
1418,OIVD3m,0.0
1419,OMPDC,0.0
1420,OPAHir,0.0
1421,ORETNF,0.0
1422,ORETNF2,0.0
1423,ORNDC,0.0
1424,ORNTArm,0.0
1425,ORPT,0.0
1426,P45011A1m,0.0
1427,P45011B11m,0.0
1428,P45011B12m,0.0
1429,P45011B21m,0.0
1430,P45017A1r,0.0
1431,P45017A2r,0.0
1432,P45017A3r,0.0
1433,P45017A4r,0.0
1434,P45019A1r,0.0
1435,P45019A2r,0.0
1436,P4501B1r,0.0
1437,P45021A1r,0.0
1438,P45021A2r,0.0
1439,P45027A11m,5.589189401
1440,P45027A12m,5.589189401
1441,P45027A13m,5.589189401
1442,P45027A14m,5.589189401
1443,P45027A15m,5.589189401
1444,P45027A16m,5.589189401
1445,P45027A1m,5.589189401
1446,P4502A6,0.0
1447,P4502C18,0.0
1448,P4502C19,0.0
1449,P4502C8,0.0
1450,P4502C9,3.493083476
1451,P4502C92,0.0
1452,P4502C93,0.0
1453,P4502C94,0.0
1454,P4502D6,0.0
1455,P4502E1,0.0
1456,P4502F1,0.0
1457,P45039A1r,0.0
1458,P4503A43r,0.0
1459,P4503A5,0.0
1460,P4503A7r,0.0
1461,P45046A1r,0.0
1462,P4504B1r,0.0
1463,P4504F121r,0.0
1464,P4504F122r,0.0
1465,P4504F123r,-3.901828533
1466,P4504F81r,0.0
1467,P4507A1r,0.0
1468,P4507B11r,0.0
1469,P4507B12r,0.0
1470,P4508B11r,0.0
1471,P4508B13r,0.0
1472,P450LTB4r,0.0
1473,P450SCC1m,0.0
1474,P5CDm,0.0
1475,P5CRm,-4.544898301
1476,PACCOAL,0.0
1477,PAFH,0.0
1478,PAFHe,0.0
1479,PAFS,0.0
1480,PAN4PP,0.0
1481,PCHOLP_hs,0.0
1482,PCHOLPg_hs,0.0
1483,PCHOLPm_hs,0.0
1484,PCHOLPr_hs,0.0
1485,PCLAD,0.0
1486,PCLYSOX,0.0
1487,PCm,0.0
1488,PDE1,0.0
1489,PDE1g,0.0
1490,PDE4,0.0
1491,PDE4g,0.0
1492,PDE4n,0.0
1493,PDHm,0.0
1494,PDX5PO,0.0
1495,PDXPP,0.0
1496,PEAMNO,0.0
1497,PECGONCOATr,0.0
1498,PEPCK,0.0
1499,PEPCKm,0.0
1500,PETHCT,0.0
1501,PETOHMm_hs,0.0
1502,PETOHMr_hs,0.0
1503,PFK,0.0
1504,PFK26,0.0
1505,PGCD,-3.783608325
1506,PGDI,0.0
1507,PGDIr,0.0
1508,PGESr,0.0
1509,PGI,0.0
1510,PGISr,0.0
1511,PGK,0.0
1512,PGL,0.0
1513,PGLer,0.0
1514,PGLYCP,0.0
1515,PGM,4.490365783
1516,PGMT,0.0
1517,PGPP_hs,0.0
1518,PGPPT,0.0
1519,PGS,0.0
1520,PGSr,0.0
1521,PHACCOAGLNAC,0.0
1522,PHCDm,0.0
1523,PHCHGSm,0.0
1524,PHETA1,-4.352289701
1525,PHETA1m,0.0
1526,PHETHPTOX2,0.0
1527,PHYCBOXL,0.0
1528,PHYHx,0.0
1529,PI345P3P,0.0
1530,PI345P3Pn,0.0
1531,PI345P5P,0.0
1532,PI345P5Pn,0.0
1533,PI34P3Pn,0.0
1534,PI34P4Pn,0.0
1535,PI34P5K,0.0
1536,PI34P5Kn,0.0
1537,PI3P3Pn,0.0
1538,PI3P4K,0.0
1539,PI3P4Kn,0.0
1540,PI3P5K,0.0
1541,PI45P3K,0.0
1542,PI45P3Kn,0.0
1543,PI45P4P,0.0
1544,PI45P5P,0.0
1545,PI45P5Pn,0.0
1546,PI45PLC,0.0
1547,PI45PLCn,-3.843374801
1548,PI4P3K,0.0
1549,PI4P3Ker,0.0
1550,PI4P3Kn,0.0
1551,PI4P5K,3.915816639
1552,PI4P5Kn,0.0
1553,PI4PLC,0.0
1554,PI4PLCn,-3.843374801
1555,PI4PP,0.0
1556,PI5P3K,0.0
1557,PI5P3Ker,0.0
1558,PI5P4K,0.0
1559,PI5P4Kn,0.0
1560,PIACGT,-4.136770755
1561,PIK3,0.0
1562,PIK3er,0.0
1563,PIK3n,0.0
1564,PIK4,0.0
1565,PIK4n,0.0
1566,PIK5,0.0
1567,PIK5n,0.0
1568,PIPLC,0.0
1569,PIPLCn,-3.843374801
1570,PLA2,0.0
1571,PLA2_2,0.0
1572,PLA2_2e,0.0
1573,PMANM,0.0
1574,PMEVKx,0.0
1575,PMI12346PH,0.0
1576,PMI12346PHn,0.0
1577,PMI1346PH,0.0
1578,PMI1346PHn,0.0
1579,PNP,0.0
1580,PNTEH,-4.503500231
1581,PNTK,0.0
1582,PNTKm,0.0
1583,PPA,0.0
1584,PPA2,0.0
1585,PPA2m,0.0
1586,PPAer,0.0
1587,PPAm,0.0
1588,PPAn,0.0
1589,PPAP,0.0
1590,PPBNGS,0.0
1591,PPCDC,0.0
1592,PPCOACm,0.0
1593,PPCOAOm,0.0
1594,PPD2CSPp,0.0
1595,PPDOx,0.0
1596,PPDOy,0.0
1597,PPM,0.0
1598,PPNCL3,-3.575426204
1599,PPOR,0.0
1600,PPPGOm,0.0
1601,PRAGSr,-3.995107347
1602,PRDX,0.0
1603,PRDXl,0.0
1604,PRFGS,0.0
1605,PRGNLONESULT,0.0
1606,PRO1xm,0.0
1607,PROAKGOX1r,0.0
1608,PROD2,0.0
1609,PROD2m,0.0
1610,PRPNCOAHYDm,0.0
1611,PRPNCOAHYDx,-3.869210687
1612,PRPPS,0.0
1613,PSDm_hs,0.0
1614,PSERT,-4.380757816
1615,PSP_L,-5.384587572
1616,PSSA1_hs,0.0
1617,PSSA2_hs,0.0
1618,PTDCACRNCPT1,0.0
1619,PTDCACRNCPT2,0.0
1620,PTE2x,0.0
1621,PTE3x,0.0
1622,PTE4x,0.0
1623,PTE5x,0.0
1624,PTHPS,0.0
1625,PTHPSn,0.0
1626,PTPAT,0.0
1627,PTRCAT1,3.406080503
1628,PTRCOX1,3.271883576
1629,PUNP1,0.0
1630,PUNP2,0.0
1631,PUNP3,0.0
1632,PUNP4,0.0
1633,PUNP5,0.0
1634,PUNP6,0.0
1635,PUNP7,0.0
1636,PVD3,0.0
1637,PYAM5POr,0.0
1638,PYDAMK,0.0
1639,PYDXDH,-5.722740184
1640,PYDXK,0.0
1641,PYDXNK,0.0
1642,PYDXPP,0.0
1643,PYK,0.0
1644,PYLALDOX,0.0
1645,PYLALDOXm,0.0
1646,PYNP2r,0.0
1647,QUILSYN,0.0
1648,RADH,0.0
1649,RADH2,0.0
1650,RADH3,0.0
1651,RADH4,0.0
1652,RAHY,0.0
1653,RAI1,0.0
1654,RAI2,0.0
1655,RAI3,0.0
1656,RAI4,0.0
1657,RBFK,0.0
1658,RBK,0.0
1659,RBK_D,0.0
1660,RDH1,0.0
1661,RDH1a,3.541717506
1662,RDH2,0.0
1663,RDH2a,0.0
1664,RDH3,0.0
1665,RDH3a,0.0
1666,RDH4,0.0
1667,RETFA,0.0
1668,RETH,0.0
1669,RETH1,0.0
1670,RETH1e,0.0
1671,RETH2,0.0
1672,RETH2e,0.0
1673,RETHe,0.0
1674,RETI1,0.0
1675,RETI2,0.0
1676,RETI3,0.0
1677,RETNCOA,0.0
1678,RNDR1,0.0
1679,RNDR2,0.0
1680,RNDR3,0.0
1681,RNDR4,0.0
1682,RNMK,0.0
1683,RPE,0.0
1684,RPI,0.0
1685,RTOT_2,0.0
1686,RTOTALCRNCPT1,0.0
1687,RTOTALCRNCPT2,0.0
1688,S23T2g,0.0
1689,S23T3g,0.0
1690,S23T4g,0.0
1691,S23Tg,0.0
1692,S26Tg,0.0
1693,S2T1g,0.0
1694,S2T2g,0.0
1695,S2T3g,0.0
1696,S2T4g,4.558672966
1697,S2TASE1ly,0.0
1698,S2TASE2ly,0.0
1699,S2TASE3ly,0.0
1700,S2TASE4ly,0.0
1701,S2TASE5ly,0.0
1702,S3T1g,0.0
1703,S3T2g,0.0
1704,S3T3g,0.0
1705,S3TASE1ly,0.0
1706,S3TASE2ly,0.0
1707,S3TASE3ly,0.0
1708,S4T1g,0.0
1709,S4T2g,0.0
1710,S4T3g,0.0
1711,S4T4g,0.0
1712,S4T5g,0.0
1713,S4T6g,0.0
1714,S4TASE1ly,3.635997081
1715,S4TASE2ly,3.635997081
1716,S4TASE3ly,3.635997081
1717,S4TASE4ly,3.635997081
1718,S4TASE5ly,3.635997081
1719,S6T10g,0.0
1720,S6T11g,0.0
1721,S6T12g,0.0
1722,S6T13g,0.0
1723,S6T14g,0.0
1724,S6T15g,0.0
1725,S6T16g,0.0
1726,S6T17g,0.0
1727,S6T18g,0.0
1728,S6T19g,0.0
1729,S6T1g,0.0
1730,S6T20g,0.0
1731,S6T21g,0.0
1732,S6T22g,0.0
1733,S6T23g,0.0
1734,S6T24g,0.0
1735,S6T25g,0.0
1736,S6T2g,0.0
1737,S6T3g,0.0
1738,S6T4g,0.0
1739,S6T5g,0.0
1740,S6T6g,0.0
1741,S6T7g,0.0
1742,S6T8g,0.0
1743,S6T9g,0.0
1744,S6TASE10ly,0.0
1745,S6TASE11ly,0.0
1746,S6TASE12ly,0.0
1747,S6TASE13ly,0.0
1748,S6TASE14ly,0.0
1749,S6TASE15ly,0.0
1750,S6TASE16ly,0.0
1751,S6TASE17ly,0.0
1752,S6TASE18ly,0.0
1753,S6TASE19ly,0.0
1754,S6TASE1ly,0.0
1755,S6TASE20ly,0.0
1756,S6TASE21ly,0.0
1757,S6TASE22ly,0.0
1758,S6TASE23ly,0.0
1759,S6TASE24ly,0.0
1760,S6TASE25ly,0.0
1761,S6TASE26ly,0.0
1762,S6TASE2ly,0.0
1763,S6TASE3ly,0.0
1764,S6TASE4ly,0.0
1765,S6TASE5ly,0.0
1766,S6TASE6ly,0.0
1767,S6TASE7ly,0.0
1768,S6TASE8ly,0.0
1769,S6TASE9ly,0.0
1770,SACCD3m,0.0
1771,SACCD4m,0.0
1772,SADT,0.0
1773,SALMCOM,0.0
1774,SALMCOM2,0.0
1775,SAMHISTA,0.0
1776,SARCOXp,0.0
1777,SARDHm,0.0
1778,SBPP1er,0.0
1779,SBPP3er,0.0
1780,SBTD_D2,-3.272089865
1781,SBTR,0.0
1782,SCP2x,0.0
1783,SCPx,0.0
1784,SEAHCYSHYD,0.0
1785,SELADT,0.0
1786,SELCYSLY,0.0
1787,SELCYSLY2,0.0
1788,SELCYSTGL,-4.307215435
1789,SELCYSTS,-5.256606043
1790,SELMETAT,0.0
1791,SELNPS,0.0
1792,SERHL,0.0
1793,SERPT,0.0
1794,SFGTH,0.0
1795,SGPL11r,-3.563694711
1796,SGPL12r,-3.563694711
1797,SIAASE,0.0
1798,SIAASE2ly,0.0
1799,SIAASE3ly,0.0
1800,SIAASE4ly,0.0
1801,SIAASEly,0.0
1802,SIAT4Bg,0.0
1803,SIAT9g,0.0
1804,SLCBK1,0.0
1805,SLDx,0.0
1806,SLDxm,0.0
1807,SMPD3g,0.0
1808,SMPD3l,0.0
1809,SMPD4,0.0
1810,SMS,0.0
1811,SOAT12,0.0
1812,SOAT12r,0.0
1813,SPHK21c,0.0
1814,SPHMDAc,0.0
1815,SPMDOX,0.0
1816,SPMS,0.0
1817,SPODM,0.0
1818,SPODMe,0.0
1819,SPODMm,0.0
1820,SPODMn,0.0
1821,SPODMx,0.0
1822,SPR,0.0
1823,SPRMS,0.0
1824,SPRn,0.0
1825,SPTix,0.0
1826,SQLEr,0.0
1827,SQLSr,0.0
1828,SR5AR2r,0.0
1829,SR5ARr,0.0
1830,SRTN23OX,0.0
1831,SRTNACT,0.0
1832,SRTNMTX,0.0
1833,ST3GAL21g,0.0
1834,ST3GAL22g,0.0
1835,ST3GAL23g,0.0
1836,ST3GAL31g,0.0
1837,ST3GAL61g,0.0
1838,ST3GAL62g,0.0
1839,ST6GALNAC21,0.0
1840,ST6GALNAC22,0.0
1841,ST6GALNAC23,0.0
1842,ST6GALNAC24,0.0
1843,ST6GALNAC25,0.0
1844,ST6GALNAC26,0.0
1845,ST6GALNAC27,0.0
1846,ST6GALNAC28,0.0
1847,ST6GALNAC31,0.0
1848,ST6GALNAC62,0.0
1849,ST8SIA11,0.0
1850,ST8SIA12,0.0
1851,ST8SIA51g,0.0
1852,ST8SIA52g,0.0
1853,ST8SIA53g,0.0
1854,ST8SIA54g,0.0
1855,ST8SIA55g,0.0
1856,ST8SIA56g,0.0
1857,STRDNCCPT1,0.0
1858,STRDNCCPT2,0.0
1859,STS1,0.0
1860,STS1r,0.0
1861,STS2,0.0
1862,STS2r,0.0
1863,SUCD1m,0.0
1864,SUCOAS1m,0.0
1865,SUCOASm,0.0
1866,SUCRe,0.0
1867,T2M26DCOAHLm,0.0
1868,T2M26DCOAHLx,0.0
1869,T4HCINNMFM,0.0
1870,T4HCINNOX,0.0
1871,TALA,0.0
1872,TDP,0.0
1873,TDPDRE,0.0
1874,TDPDRR,0.0
1875,TDPGDH,0.0
1876,TDPm,0.0
1877,TETPENT3CPT1,0.0
1878,TETPENT3CPT2,0.0
1879,TETPENT6CPT1,0.0
1880,TETPENT6CPT2,0.0
1881,TETTET6CPT1,0.0
1882,TETTET6CPT2,0.0
1883,THBPT4ACAMDASE,0.0
1884,THMP,0.0
1885,THMTP,0.0
1886,THRD_L,0.0
1887,THRS,0.0
1888,THYPX,0.0
1889,TKT1,4.295551804
1890,TKT2,4.295551804
1891,TMABADH,0.0
1892,TMDK1,0.0
1893,TMDK1m,0.0
1894,TMDPK,0.0
1895,TMDPP,0.0
1896,TMDPPK,0.0
1897,TMDS,0.0
1898,TMLYSOX,0.0
1899,TMNDNCCPT1,0.0
1900,TMNDNCCPT2,0.0
1901,TPI,0.0
1902,TRDR,0.0
1903,TRDR2,0.0
1904,TRDR3,0.0
1905,TRDRm,0.0
1906,TREH,0.0
1907,TREHe,0.0
1908,TRIODTHYSULT,0.0
1909,TRIOK,0.0
1910,TRPHYDRO2,0.0
1911,TRPO2,0.0
1912,TRYPTAOX,0.0
1913,TS3,0.0
1914,TSTSTERONESULT,0.0
1915,TTDCPT1,0.0
1916,TTDCPT2,0.0
1917,TXASr,0.0
1918,TYMSULT,0.0
1919,TYR3MO2,0.0
1920,TYRASE,0.0
1921,TYRCBOX,0.0
1922,TYRDOPO,0.0
1923,TYRDOPO3,0.0
1924,TYROXDAc,0.0
1925,TYRTA,0.0
1926,TYRTAm,0.0
1927,UAG2EMAi,-3.270106022
1928,UAG4E,0.0
1929,UAGALDP,0.0
1930,UAGDP,0.0
1931,UDPDOLPT_U,0.0
1932,UDPG1P,0.0
1933,UDPG4E,0.0
1934,UDPGD,0.0
1935,UDPGLDCg,0.0
1936,UDPGNP,0.0
1937,UDPGP,0.0
1938,UGALGTg,0.0
1939,UGCG,0.0
1940,UGLT,0.0
1941,UGT1A10r,0.0
1942,UGT1A1r,0.0
1943,UGT1A2r,0.0
1944,UGT1A3r,0.0
1945,UGT1A4r,0.0
1946,UGT1A5r,0.0
1947,UGT1A5r2,0.0
1948,UGT1A6r,0.0
1949,UGT1A7r,0.0
1950,UGT1A8r,0.0
1951,UGT1A9r,0.0
1952,UMPK,0.0
1953,UMPK2,0.0
1954,UMPK2n,0.0
1955,UMPK3,0.0
1956,UMPK3n,0.0
1957,UMPK4,0.0
1958,UMPK4n,0.0
1959,UMPK5,0.0
1960,UMPK5n,0.0
1961,UMPK6,0.0
1962,UMPK6n,0.0
1963,UMPK7,0.0
1964,UMPK7n,0.0
1965,UMPKm,0.0
1966,UMPKn,0.0
1967,UNK2,0.0
1968,UNK3,0.0
1969,UPP3S,0.0
1970,UPPDC1,0.0
1971,UPPN,0.0
1972,URCN,0.0
1973,URIDK2m,0.0
1974,URIK1,0.0
1975,UROLACer,0.0
1976,VACCCPT1,0.0
1977,VACCCPT2,0.0
1978,VALTA,-4.590478517
1979,VALTAm,0.0
1980,VD3,0.0
1981,VITD2Hm,5.589189401
1982,VITD3Hm,5.589189401
1983,VLCS2p,0.0
1984,VLCS2r,0.0
1985,VLCSp,0.0
1986,VLCSr,0.0
1987,XANDp,-6.172739543
1988,XAO2x,-6.172739543
1989,XAOx,-6.172739543
1990,XYLK,0.0
1991,XYLTD_Dr,0.0
1992,XYLTer,0.0
1993,XYLUR,0.0
1994,r0009,0.0
1995,r0010,0.0
1996,r0013,0.0
1997,r0016,0.0
1998,r0021,0.0
1999,r0022,0.0
2000,r0024,0.0
2001,r0027,0.0
2002,r0028,0.0
2003,r0033,0.0
2004,r0034,0.0
2005,r0047,0.0
2006,r0051,0.0
2007,r0055,0.0
2008,r0062,0.0
2009,r0068,0.0
2010,r0074,0.0
2011,r0081,0.0
2012,r0082,0.0
2013,r0083,0.0
2014,r0084,0.0
2015,r0085,0.0
2016,r0086,0.0
2017,r0093,0.0
2018,r0097,0.0
2019,r0113,-3.270106022
2020,r0119,0.0
2021,r0120,0.0
2022,r0121,0.0
2023,r0122,0.0
2024,r0127,0.0
2025,r0129,4.616864
2026,r0130,4.616864
2027,r0139,0.0
2028,r0142,0.0
2029,r0149,0.0
2030,r0153,0.0
2031,r0156,0.0
2032,r0157,0.0
2033,r0160,0.0
2034,r0163,0.0
2035,r0165,0.0
